raw_product,proposed_category,matched_rules,proposed_is_medicine,forecast_eligible,mapping_status,review_notes,row_count,accepted_rows,estimated_contract_rows,quantity,total_trade_price,net_cost,net_income,first_sale_date,last_sale_date,years_seen,sample_areas
ASEPTO IRRIGATING BULB 30ML- SIMPLEX,electrical_hardware,electrical_hardware,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,2,2,0,30.0,1050.0,1840.0,790.0,2023-03-14,2023-03-21,2023,Government
PENCIL LEAD W/ ERASER 12'S/BXS (MONGOL),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,10.0,1020.0,730.0,290.0,2023-05-29,2023-05-29,2023,Government
LED LIGHT BULB 9WATTS,electrical_hardware,electrical_hardware,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,10.0,1000.0,2350.0,1350.0,2024-04-03,2024-04-03,2024,Government
NOTEBOOK SPIRAL 80 LEAVES,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,50.0,1000.0,1462.5,462.5,2024-06-09,2024-06-09,2024,Government
I-OUTLET AIRCON,equipment_appliance,equipment_appliance;electrical_hardware,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,10.0,995.0,4470.0,3475.0,2022-05-23,2022-05-23,2022,Marinduque
HOT WATER BAG 1000ML,food_admin_other,food_admin_other,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,12.0,960.0,1200.0,240.0,2023-11-02,2023-11-02,2023,Government
TOOTHED FORCEP 5 1/2'' TISSUE (OLTEN),janitorial_cleaning,janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,2,2,0,4.0,924.0,920.0,-4.0,2025-11-29,2025-12-31,2025,Hospital
TISSUE PAPER 2PLY (FEMME),office_stationery,office_stationery;janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,100.0,910.0,1400.0,490.0,2023-05-23,2023-05-23,2023,Government
BOND PAPER A4 (HOKKAIDO),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,5.0,845.0,1350.0,505.0,2023-11-20,2023-11-20,2023,Government
DISPOSABLE DIAPER PANTS PEDIA MEDIUM (HAPPY),clothing_personal,clothing_personal,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,5.0,840.0,1400.0,560.0,2023-10-31,2023-10-31,2023,Hospital
IRRIGATION SYRINGE ASEPTO BULB (SIMPLEX),electrical_hardware,electrical_hardware,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,20.0,840.0,1240.0,400.0,2025-11-29,2025-11-29,2025,Government
INK CARTRIDGE #664 CYAN (EPSON),printer_it_supplies,printer_it_supplies,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,3.0,825.0,1944.0,1119.0,2023-04-12,2023-04-12,2023,Government
INK CARTRIDGE #664 MAGENTA (EPSON),printer_it_supplies,printer_it_supplies,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,3.0,825.0,1944.0,1119.0,2023-04-12,2023-04-12,2023,Government
INK CARTRIDGE #664 YELLOW (EPSON),printer_it_supplies,printer_it_supplies,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,3.0,825.0,1944.0,1119.0,2023-04-12,2023-04-12,2023,Government
INK EPSON L3100 MAGENTA 003,printer_it_supplies,printer_it_supplies,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,3.0,825.0,1947.0,1122.0,2023-05-19,2023-05-19,2023,Government
INK EPSON L3110 CYAN 003,printer_it_supplies,printer_it_supplies,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,3.0,825.0,1950.0,1125.0,2023-05-19,2023-05-19,2023,Government
INK EPSON L3110 YELLOW 003,printer_it_supplies,printer_it_supplies,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,3.0,825.0,1947.0,1122.0,2023-05-19,2023-05-19,2023,Government
TOILET TISSUE - PER PCS,janitorial_cleaning,janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,100.0,816.67,1800.0,983.33,2022-05-11,2022-05-11,2022,Marinduque
TISSUE FORCEPS WITH TEETH STAINLESS STEEL 6.5'' OLTEN,janitorial_cleaning,janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,3.0,810.0,1500.0,690.0,2023-05-19,2023-05-19,2023,Government
BLEACHING LIQUID ORIGINAL 3785ML ZONROX,janitorial_cleaning,janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,20.0,800.0,1040.0,240.0,2023-05-23,2023-05-23,2023,Government
EXPANDABLE FOLDER LONG GREEN,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,50.0,800.0,975.0,175.0,2024-04-03,2024-04-03,2024,Government
INK CARTRIDGE #664 BLACK (EPSON),printer_it_supplies,printer_it_supplies,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,3.0,780.0,1944.0,1164.0,2023-04-12,2023-04-12,2023,Government
DETERGENT POWDER 500G (PRIDE),janitorial_cleaning,janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,2,2,0,17.0,776.05,945.0,168.95,2023-11-10,2023-11-20,2023,Government
BATTERY AA EVEREADY 4S,electrical_hardware,electrical_hardware,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,10.0,769.0,1250.0,481.0,2024-04-03,2024-04-03,2024,Government
TRASH BAG BLACK SMALL,janitorial_cleaning,janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,8.0,760.0,1304.0,544.0,2023-04-27,2023-04-27,2023,Government
"PAPER ,MULTICOPY LEGAL SIZE (HARDCOPY)",office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,4.0,756.0,1324.0,568.0,2023-06-27,2023-06-27,2023,Government
ZOEY STAPLER W/ STAPLE REMOVER #35,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,2,2,0,5.0,750.0,1281.0,531.0,2023-04-27,2023-05-19,2023,Government
HOT WATER BAG 500ML,food_admin_other,food_admin_other,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,12.0,720.0,1020.0,300.0,2023-11-02,2023-11-02,2023,Government
MASKING TAPE 2'' (CROCO),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,2,2,0,8.0,680.0,950.0,330.0,2023-11-20,2023-12-18,2023,Government
MINERAL WATER ABSOLUTE 8L,food_admin_other,food_admin_other,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,10.0,675.0,675.0,0.0,2021-07-06,2021-07-06,2021,Admin
PAPER TOWEL 175PULL-UPS 200MMX200MM (BONUS),office_stationery,office_stationery;janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,15.0,671.25,2625.0,1953.75,2023-05-29,2023-05-29,2023,Government
BALLPEN BLUE FINE POINT PILOT,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,30.0,660.0,840.0,180.0,2023-05-19,2023-05-19,2023,Government
BALLPEN RED FINE POINT PILOT,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,30.0,660.0,810.0,150.0,2023-05-19,2023-05-19,2023,Government
BALLPEN G-TECH 0.3 BLUE (PILOT),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,10.0,650.0,0.0,650.0,2023-11-20,2023-11-20,2023,Government
RECORD BOOK 300'S (ADVANTAGE),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,10.0,649.5,1250.0,600.5,2023-05-29,2023-05-29,2023,Government
BATTERY 9VOLTS (EVEREADY),electrical_hardware,electrical_hardware,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,6.0,630.0,2820.0,2190.0,2023-07-13,2023-07-13,2023,Government
RECORD BOOK 300'S(VANDA),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,10.0,630.0,1250.0,620.0,2023-11-20,2023-11-20,2023,Government
FOLDED CLIP BOARD PLASTIC,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,10.0,620.0,2490.0,1870.0,2023-05-29,2023-05-29,2023,Government
HBW BLUE BALLPEN,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,2,2,0,4.0,600.0,1760.0,1160.0,2023-01-21,2023-06-23,2023,Government
TRASH BAG - YELLOW - MEDIUM,janitorial_cleaning,janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,4.0,600.0,2556.0,1956.0,2022-02-21,2022-02-21,2022,Marinduque
TARPAULIN 5X8,food_admin_other,food_admin_other,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,1.0,576.0,0.0,576.0,2023-11-20,2023-11-20,2023,Government
DISPOSABLE DIAPER PANTS PEDIA LARGE (HAPPY),clothing_personal,clothing_personal,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,3.0,558.0,930.0,372.0,2023-10-31,2023-10-31,2023,Hospital
PAPER CLIP BIG,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,3,3,0,23.0,552.0,1428.0,876.0,2023-01-21,2023-06-23,2023,Government
EXPANDABLE ENVELOPE LONG,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,50.0,550.0,1500.0,950.0,2024-04-03,2024-04-03,2024,Government
FLASH DRIVE 64GB (DAHUA),printer_it_supplies,printer_it_supplies,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,2.0,550.0,1600.0,1050.0,2023-12-18,2023-12-18,2023,Government
SPIN MOP WITH SPINNER AND BUCKET,janitorial_cleaning,janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,2.0,543.0,1100.0,557.0,2024-04-03,2024-04-03,2024,Government
FOLDER A4,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,3,3,0,53.0,530.0,2119.0,1589.0,2022-11-06,2023-05-31,2022;2023,Government
INFRARED BULB RED,electrical_hardware,electrical_hardware,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,1.0,525.0,790.0,265.0,2023-07-22,2023-07-22,2023,Hospital
ECG THERMAL PAPER 80MMX20M (SIMPLEX),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,1.2,510.0,900.0,390.0,2023-09-23,2023-09-23,2023,Hospital
ADHESIVE TAPE BANDAGE 100'S,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,5.0,500.0,1500.0,1000.0,2023-05-19,2023-05-19,2023,Government
STICKER PAPER MATTE A4 (VECO),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,10.0,500.0,0.0,500.0,2023-11-20,2023-11-20,2023,Government
SWITCH SET,electrical_hardware,electrical_hardware,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,5.0,500.0,1000.0,500.0,2024-04-03,2024-04-03,2024,Government
CLEAR BOOK SHORT,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,3,3,0,20.0,490.0,1550.0,1060.0,2023-01-21,2023-04-27,2023,Government
BINDER CLIP 1'',office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,16.0,480.0,480.0,0.0,2023-12-18,2023-12-18,2023,Government
SYSTEM FOLDER LONG 14PTS,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,1.0,470.0,800.0,330.0,2023-04-27,2023-04-27,2023,Government
"DATA FOLDER, MADE OF CHIPBOARD TAGILA LOCK",office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,4.0,460.0,536.0,76.0,2023-06-27,2023-06-27,2023,Government
X RAY ENVELOPE 14X14 BROWN 100'S,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,1.0,456.0,500.0,44.0,2023-01-06,2023-01-06,2023,Government
BALLPEN FINEPOINT BLACK (PILOT),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,20.0,450.0,540.0,90.0,2023-11-20,2023-11-20,2023,Government
DAY LIGHT BULB 15WATTS,electrical_hardware,electrical_hardware,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,3.0,450.0,585.0,135.0,2024-04-03,2024-04-03,2024,Government
TISSUE FORCEPS W/O TEETH STAINLESS STEEL 6.5'' OLTEN,janitorial_cleaning,janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,3.0,450.0,1500.0,1050.0,2023-05-19,2023-05-19,2023,Government
HBW PERMANENT MARKER BLACK,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,4,4,0,22.0,427.65,886.0,458.35,2022-06-30,2023-05-31,2022;2023,Government
"MOUSE,OPTICAL,USB CONNECTION TYPE (LOGITECH)",printer_it_supplies,printer_it_supplies,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,2.0,420.0,1000.0,580.0,2023-12-18,2023-12-18,2023,Government
SPEED DETERGENT POWDER,janitorial_cleaning,janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,10.0,411.0,550.0,139.0,2023-01-02,2023-01-02,2023,Government
MASKING TAPE 1'',office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,10.0,410.0,440.0,30.0,2024-04-03,2024-04-03,2024,Government
BALLPEN 0.5 BLACK (MYGEL),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,15.0,405.0,1470.0,1065.0,2023-04-12,2023-04-12,2023,Government
TAPE TRANSPARENT 1'',office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,16.0,368.0,352.0,16.0,2023-12-18,2023-12-18,2023,Government
CLIP BACKBOARD 25MM (JOY),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,8.0,360.0,240.0,120.0,2023-06-27,2023-06-27,2023,Government
BATTERY DRY CELL AAA 2PIECES PER BLISTER PACK EVEREADY,electrical_hardware,electrical_hardware,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,6.0,351.0,840.0,489.0,2023-05-19,2023-05-19,2023,Government
PUNCHER 2 HOLES (JOY),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,2,2,0,2.0,350.0,491.0,141.0,2023-06-27,2023-06-27,2023,Government
STAPLE WIRE STANDARD (JOY),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,10.0,350.0,680.0,330.0,2023-05-29,2023-05-29,2023,Government
X RAY ENVELOPE 11X14 BROWN 100'S,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,1.0,348.0,415.0,67.0,2023-01-06,2023-01-06,2023,Government
ENVELOPE MAILING 500PCS,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,1.0,315.0,512.0,197.0,2023-06-27,2023-06-27,2023,Government
FABER CASTELL BALLPEN,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,30.0,300.0,810.0,510.0,2022-06-30,2022-06-30,2022,Government
FASTENER LONG PLASTIC VINYL,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,3.0,300.0,570.0,270.0,2023-05-19,2023-05-19,2023,Government
MARKER PERMANENT BULLET TYPE BLUE (PILOT),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,10.0,300.0,380.0,80.0,2023-05-29,2023-05-29,2023,Government
"NOTEBOOK,STENOGRAPHER ,SPIRAL 40 LEAVES(60'S) (VECO)",office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,10.0,295.0,300.0,5.0,2023-06-27,2023-06-27,2023,Government
PENCIL MONGOL NO.2,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,2,2,0,3.0,285.0,295.0,54.0,2023-11-20,2024-04-03,2023;2024,Government
COLORED FOLDER DIVIDER LEGAL,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,2,2,0,10.0,280.0,2160.0,1912.0,2023-03-23,2023-04-27,2023,Government
PILOT MARKER BLUE,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,3,3,0,9.0,274.0,318.0,44.0,2022-06-30,2023-05-31,2022;2023,Government
PAPER CLIP BIG 50MM (PRINCE),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,2,2,0,13.0,266.5,90.0,233.5,2023-11-20,2023-12-18,2023,Government
"X-RAY FILM ENVELOPE 8""X10""",office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,1.0,265.0,325.0,60.0,2023-01-06,2023-01-06,2023,Government
RULER PRINCE,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,2,2,0,40.0,260.0,600.0,340.0,2023-01-21,2023-06-23,2023,Government
WYTEBOARD MARKER BLACK (PILOT),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,5.0,260.0,175.0,85.0,2023-11-20,2023-11-20,2023,Government
PILOT MARKER RED,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,2,2,0,8.0,248.0,280.0,32.0,2022-06-30,2023-05-31,2022;2023,Government
RECORD BOOK,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,3.0,246.0,600.0,354.0,2022-11-06,2022-11-06,2022,Government
BROWN ENVELOPE LONG,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,70.0,245.0,350.0,105.0,2023-10-07,2023-10-07,2023,Government
"ELECTRIC TAPE BLACK ,VINYL 0.16MMX19MMX16M",office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,2,2,0,6.0,240.0,346.0,106.0,2023-05-23,2023-06-27,2023,Government
PAPER CLIP VINYL 55MM 100'S 120GRAMS JOY,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,10.0,240.0,300.0,60.0,2023-05-19,2023-05-19,2023,Government
FC FINE PEN BLACK 0.5,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,20.0,230.0,1000.0,770.0,2023-01-21,2023-01-21,2023,Government
FLEXSTICK BALLPEN,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,2,2,0,30.0,210.0,810.0,600.0,2022-06-13,2023-03-23,2022;2023,Government
STAPLE WIRE STANDARD #35 (PRINCE),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,4.0,208.0,272.0,64.0,2023-12-18,2023-12-18,2023,Government
STARTER FOR FLOURECENT BULB SC111 BASIC,electrical_hardware,electrical_hardware,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,10.0,200.0,250.0,50.0,2023-05-23,2023-05-23,2023,Government
RUBBER SUCTION BULB SYRINGE 60ML,electrical_hardware,electrical_hardware,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,3.0,195.0,210.0,15.0,2023-03-14,2023-03-14,2023,Government
ELECTRICAL TAPE,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,5.0,190.0,365.0,175.0,2022-05-23,2022-05-23,2022,Marinduque
WRAPPING PAPER LIGHT BROWN 9.5X9 5'' 115GSM,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,2.0,183.0,420.0,237.0,2023-06-27,2023-06-27,2023,Government
TISSUE FORCEP 5 1/2 OLTEN,janitorial_cleaning,janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,1.0,178.0,1050.0,872.0,2022-10-09,2022-10-09,2022,Government
TRASH BAG MEDIUM GREEN,janitorial_cleaning,janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,1.0,170.0,640.0,470.0,2023-11-10,2023-11-10,2023,Government
TRASH BAG MEDIUM YELLOW,janitorial_cleaning,janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,1.0,170.0,640.0,470.0,2023-11-10,2023-11-10,2023,Government
FASTENER PLASTIC 50'S VINYL COATING (PRIME),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,4.0,168.0,280.0,112.0,2023-05-29,2023-05-29,2023,Government
ELECTRIC TAPE PVC 0.155MMX19MMX16MM,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,4.0,160.0,180.0,20.0,2023-11-20,2023-11-20,2023,Government
CORRECTION TAPE ODVEN,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,10.0,150.0,1500.0,1350.0,2023-05-29,2023-05-29,2023,Government
PAPER CLIP SMALL 33MM (PRINCE),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,2,2,0,14.0,147.0,48.0,111.0,2023-11-20,2023-12-18,2023,Government
DETERGENT POWDER 500G (PRIDE) SOAP,janitorial_cleaning,janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,3.0,142.5,165.0,22.5,2023-06-27,2023-06-27,2023,Government
DUST PAN,janitorial_cleaning,janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,2,2,0,4.0,140.0,216.0,76.0,2023-05-31,2023-06-27,2023,Government
PLASTER ADHESIVE BANDAGE WATER RESIST (MEDICARE),food_admin_other,food_admin_other,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,2.0,140.0,240.0,100.0,2024-07-17,2024-07-17,2024,Hospital
